Gene	Gene synonym	Ensembl
ZNF81	HFZ20, MRX45	ENSG00000197779
TAF13	TAF2K, TAFII18	ENSG00000197780
ZNF780A	ZNF780	ENSG00000197782
ATAD3A	FLJ10709	ENSG00000197785
OR5B17	OR5B20P	ENSG00000197786
OR52M1	OR52M1P	ENSG00000197790
FAM118B	FLJ21103	ENSG00000197798
ZNF461	GIOT-1, MGC33911	ENSG00000197808
CCDC180	BDAG1, C9orf174, CFAP76, DKFZp434I2420, FAP76, KIAA1529	ENSG00000197816
SLC9A8	KIAA0939, NHE8	ENSG00000197818
OCLN	PPP1R115	ENSG00000197822
CFAP299	C4orf22	ENSG00000197826
H4C16	H4-16, HIST4H4, MGC24116	ENSG00000197837
CYP2A13	CPAD, CYP2A	ENSG00000197838
ZNF181	HHZ181, MGC44316	ENSG00000197841
OR8G1	HSTPCR25, OR8G1P, TPCR25	ENSG00000197849
INKA2	C1orf183, FAM212B, FLJ31105	ENSG00000197852
ZNF44	KOX7, ZNF504, ZNF55, ZNF58	ENSG00000197857
GPAA1	GAA1, hGAA1	ENSG00000197858
ADAMTSL2	KIAA0605	ENSG00000197859
SGTB	FLJ39002, Sgt2	ENSG00000197860
ZNF790	FLJ20350, MGC62100	ENSG00000197863
PRB3	PRG	ENSG00000197870
CYRIA	CYRI-A, DKFZP566A1524, FAM49A, FLJ11080	ENSG00000197872
MYO1C	MyoIC, myr2, NMI	ENSG00000197879
NKIRAS1	kappaB-Ras1, KBRAS1	ENSG00000197885
OR1S2		ENSG00000197887
UGT2B17		ENSG00000197888
MEIG1	bA2K17.3, SPATA39	ENSG00000197889
SLC22A12	OAT4L, RST, URAT1	ENSG00000197891
KIF13B	GAKIN, KIAA0639	ENSG00000197892
NRAP		ENSG00000197893
ADH5	ADH-3, ADHX, FDH, GSNOR	ENSG00000197894
SLC22A6	OAT1, PAHT, ROAT1	ENSG00000197901
H2BC12	H2BFAiii, H2BFT, HIST1H2BK	ENSG00000197903
TEAD4	EFTR-2, RTEF-1, TCF13L1, TEF-3, TEFR-1	ENSG00000197905
SPG7	CAR, CMAR, SPG5C	ENSG00000197912
HRNR	FLG3, S100A16, S100a18	ENSG00000197915
IFNA1	IFL, IFN, IFN-ALPHA, IFN-alphaD, IFNA@, IFNA13	ENSG00000197919
HES5	bHLHb38	ENSG00000197921
ZNF677	MGC48625	ENSG00000197928
ERO1A	ERO1-alpha, Ero1alpha, ERO1L	ENSG00000197930
ZNF823	HSZFP36	ENSG00000197933
ZNF311		ENSG00000197935
ZNF347	ZNF1111	ENSG00000197937
OR5H2		ENSG00000197938
PLCG2		ENSG00000197943
FCHSD1	FLJ00007	ENSG00000197948
ZNF71	Cos26, EZFIT	ENSG00000197951
AADACL2	MGC72001	ENSG00000197953
S100A6	2A9, CABP, CACY, PRA	ENSG00000197956
RPL12	L12	ENSG00000197958
DNM3	KIAA0820	ENSG00000197959
ZNF121	D19S204, ZHC32, ZNF20	ENSG00000197961
MPZL1	FLJ21047, PZR	ENSG00000197965
VPS13A	BLTP5A, CHAC, KIAA0986	ENSG00000197969
MBP		ENSG00000197971
AKAP17A	721P, CCDC133, CXYorf3, DXYS155E, MGC39904, SFRS17A, XE7, XE7Y	ENSG00000197976
ELOVL2	Ssc2	ENSG00000197977
GOLGA6L9	GOLGA6L20	ENSG00000197978
LEKR1	FLJ16641	ENSG00000197980
C1orf122	FLJ45459	ENSG00000197982
ENSG00000197991		ENSG00000197991
CLEC9A	CD370, DNGR-1, HEEE9341, UNQ9341	ENSG00000197992
KEL	CD238, ECE3	ENSG00000197993
NOL8	C9orf34, FLJ20736, Nop132	ENSG00000198000
IRAK4	NY-REN-64	ENSG00000198001
ODAD3	CCDC151, MGC20983, ODA10	ENSG00000198003
DLGAP2	C8orf68, DAP-2, ERICH1-AS1	ENSG00000198010
MRPL42	HSPC204, MRP-L31, MRPL31, MRPS32, PTD007, RPML31	ENSG00000198015
ENTPD7	FLJ30978, LALP1	ENSG00000198018
SPANXA1	CT11.1, NAP-X, SPAN-Xa, SPAN-Xb, SPANX	ENSG00000198021
ZNF335	bA465L10.2, NIF-1	ENSG00000198026
ZNF560	FLJ31986	ENSG00000198028
TUBA3C	bA408E5.3, TUBA2	ENSG00000198033
RPS4X	CCG2, DXS306, FLJ40595, RPS4, S4, SCAR, SCR10	ENSG00000198034
ZNF273	HZF9	ENSG00000198039
ZNF84	HPF2	ENSG00000198040
MAK16	MAK16L, RBM13	ENSG00000198042
ZNF667	FLJ14011	ENSG00000198046
AVPR1B	AVPR3, V1bR, VPR3	ENSG00000198049
SIRPA	BIT, CD172a, MFR, MYD-1, P84, PTPNS1, SHPS-1, SHPS1, SIRP, SIRP-ALPHA-1, SIRPalpha, SIRPalpha2	ENSG00000198053
GRK6	GPRK6	ENSG00000198055
PRIM1		ENSG00000198056
MARCHF5	FLJ20445, MARCH-V, MARCH5, MITOL, RNF153	ENSG00000198060
POTEH	A26C3, ACTBL1, CT104.7, POTE22	ENSG00000198062
NPIPB13		ENSG00000198064
AKR1B10	AKR1B11, AKR1B12, ALDRLn, ARL-1, ARL1, HIS, HSI	ENSG00000198074
SULT1C4	SULT1C, SULT1C2	ENSG00000198075
CYP2A7	CYP2A	ENSG00000198077
ZBTB14	ZFP161, ZNF478	ENSG00000198081
KRTAP9-9	KAP9.5, KAP9.9, KRTAP9-5	ENSG00000198083
CD2AP	CMS	ENSG00000198087
NUP62CL	FLJ20130	ENSG00000198088
SFI1	KIAA0542, PISD, PPP1R139	ENSG00000198089
KRTAP4-6	KAP4.15, KAP4.6, KRTAP4-15	ENSG00000198090
TMPRSS11F	FLJ16046, HATL4	ENSG00000198092
ZNF649	FLJ12644	ENSG00000198093
ADH4	ADH-2	ENSG00000198099
OR2T6	OR2T6P, OR2T9, OST703	ENSG00000198104
ZNF248	bA162G10.3	ENSG00000198105
CHSY3	CHSY-2, CSS3	ENSG00000198108
TOR4A	C9orf167, FLJ20245	ENSG00000198113
LPAR1	edg-2, EDG2, Gpcr26, LPA1, Mrec1.3, rec.1.3, vzg-1	ENSG00000198121
MB	PVALB	ENSG00000198125
OR2L3		ENSG00000198128
DEFB107B	HsT21816	ENSG00000198129
HIBCH		ENSG00000198130
ZNF544	AF020591	ENSG00000198131
TMEM229B	C14orf83, FLJ33387	ENSG00000198133
SOWAHC	ANKRD57, C2orf26, FLJ21870	ENSG00000198142
ZNF770	FLJ20582, PRO1914	ENSG00000198146
NPIPB6		ENSG00000198156
HMGN5	NSBP1	ENSG00000198157
MIER1	hMI-ER1, KIAA1610, MI-ER1	ENSG00000198160
MAN1A2	MAN1B	ENSG00000198162
SVIP	DKFZp313A2432	ENSG00000198168
ZNF251		ENSG00000198169
DDRGK1	C20orf116, dJ1187M17.3, UFBP1	ENSG00000198171
FAM47C		ENSG00000198173
TFDP1	DILC, Dp-1, DP1, DRTF1	ENSG00000198176
CLEC4C	BDCA2, CD303, CLECSF11, CLECSF7, DLEC, HECL	ENSG00000198178
ZNF607	FLJ14802, MGC13071	ENSG00000198182
BPIFA1	bA49G10.5, LUNX, PLUNC, SPLUNC1	ENSG00000198183
ZNF334	bA179N14.1	ENSG00000198185
HSD17B11	17-BETA-HSD11, 17-BETA-HSDXI, DHRS8, PAN1B, RetSDR2, SDR16C2	ENSG00000198189
SZT2	C1orf84, FLJ10387, FLJ34502, KIAA0467, KICS1, RP11-506B15.1, SZT2A, SZT2B	ENSG00000198198
SULT1C2	ST1C1, SULT1C1	ENSG00000198203
ZXDA	ZNF896	ENSG00000198205
RPS6KL1	MGC11287, RSKL2	ENSG00000198208
ENSG00000198211		ENSG00000198211
CACNA1E	BII, CACH6, CACNL1A6, Cav2.3	ENSG00000198216
QRICH1	AB-DIP, FLJ20259, VERBRAS	ENSG00000198218
CSF2RA	alphaGMR, CD116, CSF2R	ENSG00000198223
FKBP1C	bA184C23.2	ENSG00000198225
DDX42	RHELP, RNAHP, SF3b125, SF3B8	ENSG00000198231
RPL23A	L23A	ENSG00000198242
SLC29A3	ENT3, FLJ11160, hENT3	ENSG00000198246
STYX		ENSG00000198252
UBL5		ENSG00000198258
HELZ	DHRC, HUMORF5, KIAA0054	ENSG00000198265
TMEM116	FLJ90167	ENSG00000198270
KRTAP4-5	KAP4.5	ENSG00000198271
UCKL1	FLJ20517, URKL1	ENSG00000198276
OR5B21		ENSG00000198283
CARD11	BIMP3, CARMA1	ENSG00000198286
ZNF485		ENSG00000198298
PEG3	KIAA0287, ZKSCAN22, ZNF904, ZSCAN24	ENSG00000198300
SDAD1	FLJ10498	ENSG00000198301
ZKSCAN8	LD5-1, ZNF192, ZSCAN40	ENSG00000198315
PHETA1	FAM109A, FLJ32356, IPIP27A, SES1	ENSG00000198324
TMEM239		ENSG00000198326
HYLS1	FLJ32915	ENSG00000198331
MYL4	ALC1, AMLC, GT1, PRO1957	ENSG00000198336
ZNF442	FLJ14356	ENSG00000198342
ZNF813	FLJ16542	ENSG00000198346
HOXC4	HOX3, HOX3E	ENSG00000198353
DCAF12L2	WDR40C	ENSG00000198354
PIM3		ENSG00000198355
GET3	ARSA-I, ASNA1, TRC40	ENSG00000198356
ASPH	BAH, CASQ2BP1, HAAH, JCTN	ENSG00000198363
SPRED2	FLJ21897, FLJ31917, Spred-2	ENSG00000198369
WWP2	AIP2	ENSG00000198373
GFPT1	GFA, GFAT, GFAT1, GFPT	ENSG00000198380
UVRAG	VPS38	ENSG00000198382
KRTAP13-1	KAP13.1	ENSG00000198390
ZNF26	FLJ20755, KOX20	ENSG00000198393
TMEM207		ENSG00000198398
ITSN2	KIAA1256, PRO2015, SH3D1B, SH3P18, SWA, SWAP	ENSG00000198399
NTRK1	MTC, TRK, TRKA	ENSG00000198400
OGA	MEA5, MGEA5, NCOAT	ENSG00000198408
MT1F	MT1	ENSG00000198417
TCAF1	FAM115A, GATD9A, KIAA0738	ENSG00000198420
ZNF69	Cos5	ENSG00000198429
TXNRD1	GRIM-12, Trxr1, TXNR	ENSG00000198431
NRARP	MGC61598	ENSG00000198435
ZNF583	FLJ31030	ENSG00000198440
KRTAP4-1	KAP4.1, KAP4.10, KRTAP4-10	ENSG00000198443
CCT8L2	CESK1	ENSG00000198445
OR14L1P	OR5AV1, OR5AV1P	ENSG00000198452
ZNF568	DKFZp686B0797	ENSG00000198453
ZXDB	ZNF905	ENSG00000198455
ZNF480	MGC32104	ENSG00000198464
ZNF587	FLJ14710, FLJ20813, UBF-fl, ZF6	ENSG00000198466
TPM2	AMCD1, DA1, NEM4	ENSG00000198467
RTP2	MGC78665, Z3CXXC2	ENSG00000198471
SH3BGRL2		ENSG00000198478
ZNF808		ENSG00000198482
ANKRD35	FLJ25124	ENSG00000198483
B3GNT6	B3Gn-T6	ENSG00000198488
YTHDF2	CAHL, HGRG8, NY-REN-2	ENSG00000198492
TMA16	C4orf43, FLJ11184	ENSG00000198498
HLA-DRB5		ENSG00000198502
ATL1	AD-FSP, FSP1, SPG3, SPG3A	ENSG00000198513
CNGA1	CNCG, CNCG1, CNG1, RCNC1, RCNCa, RP49	ENSG00000198515
MAFK	NFE2U, P18	ENSG00000198517
ARMH1	C1orf228, MGC33556, NCRNA00082, p40	ENSG00000198520
ZNF43	HTF6, KOX27, ZNF39L1	ENSG00000198521
GPN1	ATPBD1A, MBDIN, NTPBP, RPAP4, XAB1	ENSG00000198522
PLN	CMD1P, PLB	ENSG00000198523
C2CD4A	FAM148A, NLF1	ENSG00000198535
ZNF28	DKFZp781D0275, KOX24	ENSG00000198538
ITGBL1	OSCP, TIED	ENSG00000198542
ZNF511	MGC30006, Zfp511	ENSG00000198546
C20orf203	FLJ33706	ENSG00000198547
ZNF627	FLJ90365	ENSG00000198551
KCNRG		ENSG00000198553
WDHD1	AND-1, CHTF4, CTF4	ENSG00000198554
ZNF789		ENSG00000198556
CTNND1	CTNND, KIAA0384, p120, p120cas, p120ctn	ENSG00000198561
DDX39B	BAT1, D6S81E, UAP56	ENSG00000198563
SLC34A3	FLJ38680, NPTIIc	ENSG00000198569
RD3	C1orf36, LCA12	ENSG00000198570
SPANXC	CT11.3, CTp11	ENSG00000198573
SH2D1B	EAT2	ENSG00000198574
ARC	Arg3.1, KIAA0278	ENSG00000198576
NUDT16	FLJ31265	ENSG00000198585
TLK1	KIAA0137, PKU-BETA	ENSG00000198586
LRBA	BGL, CDC4L, LAB300, LBA	ENSG00000198589
ZNF536	KIAA0390	ENSG00000198597
MMP17	MT4-MMP	ENSG00000198598
OR2M2	OR2M2Q, OST423	ENSG00000198601
BAZ1A	ACF1, hACF1, WALp1, WCRF180	ENSG00000198604
AKR1C4	3-alpha-HSD, C11, CDR, CHDR, DD4, HAKRA, MGC22581	ENSG00000198610
COPS8	COP9, CSN8, MGC1297, SGN8	ENSG00000198612
CCDC69	DKFZP434C171, FLJ13705	ENSG00000198624
MDM4	HDMX, MDMX	ENSG00000198625
RYR2	ARVC2, ARVD2, VTSIP	ENSG00000198626
ZNF534	FLJ25344, KRBO3	ENSG00000198633
KLHL9	FLJ13568, KIAA1354	ENSG00000198642
FAM3D	EF7, OIT1	ENSG00000198643
NCOA6	AIB3, ASC2, KIAA0181, NRC, PRIP, RAP250, TRBP	ENSG00000198646
STK39	DCHT, SPAK	ENSG00000198648
TAT		ENSG00000198650
C6orf89	BRAP, FLJ25357	ENSG00000198663
CALM1	CALML2, CAMI, DD132, PHKD, PHKD1	ENSG00000198668
LPA	LP, Lp(a)	ENSG00000198670
TAFA2	FAM19A2, TAFA-2	ENSG00000198673
OR10G6	OR10G6P, OR10G6Q	ENSG00000198674
SKIC3	KIAA0372, SKI3, THES, TTC37	ENSG00000198677
OR5BS1P	OR5BS1	ENSG00000198678
TUSC1	CCDC89B, TSG-9	ENSG00000198680
MAGEA1	CT1.1, MAGE1, MGC9326	ENSG00000198681
PAPSS2	ATPSK2	ENSG00000198682
SLC9A6	KIAA0267, NHE-6, NHE6	ENSG00000198689
FAN1	KIAA1018, MTMR15	ENSG00000198690
ABCA4	ABCR, ARMD2, CORD3, FFM, RP19, STGD, STGD1	ENSG00000198691
EIF1AY		ENSG00000198692
MT-ND6	MTND6, NAD6, ND6	ENSG00000198695
IPO9	FLJ10402, Imp9	ENSG00000198700
GPX6	GPXP3	ENSG00000198704
CEP290	3H11Ag, BBS14, CT87, FLJ13615, JBTS5, KIAA0373, LCA10, MKS4, NPHP6, POC3, rd16, SLSN6	ENSG00000198707
MT-CO2	CO2, COX2, MTCO2	ENSG00000198712
GLMP	C1orf85, MGC31963, NCU-G1	ENSG00000198715
TOGARAM1	crescerin, Crescerin-1, FAM179B, KIAA0423	ENSG00000198718
DLL1		ENSG00000198719
ANKRD13B	FLJ25555	ENSG00000198720
ECI2	ACBD2, DRS1, HCA88, PECI	ENSG00000198721
UNC13B	hmunc13, Munc13-2, UNC13, Unc13h2	ENSG00000198722
TEX45	C19orf45, FLJ35784	ENSG00000198723
MT-CYB	COB, CYTB, MTCYB, UQCR3	ENSG00000198727
LDB1	CLIM2, NLI	ENSG00000198728
PPP1R14C	CPI17-like, KEPI, NY-BR-81	ENSG00000198729
CTR9	KIAA0155, p150TSP, SH2BP1, TSBP	ENSG00000198730
SMOC1		ENSG00000198732
F5		ENSG00000198734
MSRB1	SELENOR, SELENOX, SelR, SelX, SepR, SEPX1	ENSG00000198736
LRRTM3		ENSG00000198739
ZNF652	KIAA0924	ENSG00000198740
SMURF1	KIAA1625	ENSG00000198742
SLC5A3	SMIT, SMIT1	ENSG00000198743
GPATCH3	FLJ12455, GPATC3	ENSG00000198746
CDC42BPB	KIAA1124, MRCKB	ENSG00000198752
PLXNB3	PLEXB3, PLEXR, PLXN6	ENSG00000198753
OXCT2	FKSG25, FLJ00030, SCOT-T	ENSG00000198754
RPL10A	Csa-19, L10A, NEDD6	ENSG00000198755
COLGALT2	C1orf17, GLT25D2, KIAA0584	ENSG00000198756
EPS8L3	FLJ21522, MGC16817	ENSG00000198758
EGFL6	MAEG	ENSG00000198759
MT-ND2	MTND2, NAD2, ND2	ENSG00000198763
SYCP1	CT8, HOM-TES-14, SCP1	ENSG00000198765
APCDD1L	FLJ90166	ENSG00000198768
RCSD1	CapZIP, MGC21854, MK2S4	ENSG00000198771
RASSF9	P-CIP1, PAMCI	ENSG00000198774
FAM169A	KIAA0888, SLAP75	ENSG00000198780
ZNF830	CCDC16, MGC20398, OMCG1	ENSG00000198783
GRIN3A	GluN3A	ENSG00000198785
MT-ND5	MTND5, NAD5, ND5	ENSG00000198786
MUC2		ENSG00000198788
CNOT7	CAF1	ENSG00000198791
TMEM184B	C22orf5, DKFZP586A1024, FM08, HS5O6A	ENSG00000198792
MTOR	FLJ44809, FRAP, FRAP1, FRAP2, RAFT1, RAPT1	ENSG00000198793
SCAMP5	MGC24969	ENSG00000198794
ZNF521	EHZF, Evi3	ENSG00000198795
ALPK2	HAK	ENSG00000198796
BRINP2	DBCCR1L2, FAM5B	ENSG00000198797
MAGEB3	CT3.5	ENSG00000198798
LRIG2	KIAA0806	ENSG00000198799
MT-CO1	COI, COX1, MTCO1	ENSG00000198804
PNP	NP, PUNP	ENSG00000198805
PAX9		ENSG00000198807
LRRC10	HRLRRP, LRRC10A	ENSG00000198812
GK	GK1, GKD	ENSG00000198814
FOXJ3	KIAA1041	ENSG00000198815
ZNF358	FLJ10390, ZFEND	ENSG00000198816
SFT2D1	C6orf83, MGC19825, pRGR1	ENSG00000198818
CD247	CD3-ZETA, CD3H, CD3Q, CD3Z, CD3ZETA, TCRZ	ENSG00000198821
GRM3	GPRC1C, mGlu3, MGLUR3	ENSG00000198822
CHAMP1	C13orf8, CAMP, CHAMP, ZNF828	ENSG00000198824
INPP5F	hSac2, KIAA0966, SAC2	ENSG00000198825
ARHGAP11A	KIAA0013	ENSG00000198826
SUCNR1	GPR91	ENSG00000198829
HMGN2	HMG17	ENSG00000198830
SELENOM	SELM, SEPM	ENSG00000198832
UBE2J1	CGI-76, HSPC153, NCUBE1, UBC6	ENSG00000198833
GJC2	CX46.6, CX47, GJA12, SPG44	ENSG00000198835
OPA1	FLJ12460, KIAA0567, MGM1, NPG, NTG	ENSG00000198836
DENND4B	KIAA0476	ENSG00000198837
RYR3		ENSG00000198838
ZNF277	NRIF4, ZNF277P	ENSG00000198839
MT-ND3	MTND3, NAD3, ND3	ENSG00000198840
KTI12	MGC20419, SBBI81, TOT4	ENSG00000198841
STYXL2	DUSP27	ENSG00000198842
SELENOT	SELT	ENSG00000198843
ARHGEF15	ARGEF15, FLJ13791, KIAA0915, MGC44868, Vsm-RhoGEF	ENSG00000198844
TOX	KIAA0808, TOX1	ENSG00000198846
CES1	CEH, CES1A1, CES1A2, CES2, HMSE, HMSE1, SES1	ENSG00000198848
CD3E	CD3-epsilon, CD3epsilon	ENSG00000198851
RUSC2	KIAA0375	ENSG00000198853
C1orf68	LEP7, XP32	ENSG00000198854
FICD	HIP13, HYPE	ENSG00000198855
OSTC	DC2	ENSG00000198856
R3HDM4	C19orf22, MGC16353	ENSG00000198858
TSEN15	C1orf19	ENSG00000198860
LTN1	C21orf10, C21orf98, FLJ11053, KIAA0714, LISTERIN, RNF160, ZNF294	ENSG00000198862
RUNDC1	DKFZp761H0421	ENSG00000198863
CCDC152	LOC100129792	ENSG00000198865
STKLD1	C9orf96, MGC43306, SGK071	ENSG00000198870
GRK5	GPRK5	ENSG00000198873
TYW1	FLJ10900, MGC23001, MGC60291, RSAFD1, TYW1A, YPL207W	ENSG00000198874
DCAF12	CT102, DKFZP434O125, KIAA1892, MGC1058, TCC52, WDR40A	ENSG00000198876
SFMBT2	KIAA1617	ENSG00000198879
ASB12	FLJ39577	ENSG00000198881
PNMA5	KIAA1934	ENSG00000198883
ITPRIPL1	KIAA1754L	ENSG00000198885
MT-ND4	LHON, MTND4, NAD4, ND4	ENSG00000198886
SMC5	KIAA0594, SMC5L1	ENSG00000198887
MT-ND1	MTND1, NAD1, ND1	ENSG00000198888
DCAF12L1	KIAA1892L, WDR40B	ENSG00000198889
PRMT6	FLJ10559, HRMT1L6	ENSG00000198890
SHISA4	C1orf40, hShisa4, TMEM58	ENSG00000198892
CIPC	KIAA1737	ENSG00000198894
CAPZA2	CAPPA2, CAPZ	ENSG00000198898
MT-ATP6	ATP6, ATPase-6, MTATP6, RP, Su6m	ENSG00000198899
TOP1		ENSG00000198900
PRC1	ASE1	ENSG00000198901
GPRASP3	BHLHB9, GASP3, KIAA1701, p60TRP	ENSG00000198908
MAP3K3	MAPKKK3, MEKK3	ENSG00000198909
L1CAM	CAML1, CD171, HSAS, HSAS1, MASA, MIC5, NCAM-L1, S10, SPG1	ENSG00000198910
SREBF2	bHLHd2, SREBP2	ENSG00000198911
C1orf174	RP13-531C17.2	ENSG00000198912
POU3F3	BRN1, OTF8	ENSG00000198914
RASGEF1A	CG4853, FLJ37817	ENSG00000198915
SPOUT1	C9orf114, CENP-32, HSPC109	ENSG00000198917
RPL39	L39, RPL39P42	ENSG00000198918
DZIP3	hRUL138, PPP1R66	ENSG00000198919
KIAA0753	MNR, OFIP	ENSG00000198920
DCLRE1A	hSNM1, KIAA0086, PSO2, SNM1	ENSG00000198924
ATG9A	APG9L1, FLJ22169	ENSG00000198925
NOS1AP	CAPON, KIAA0464	ENSG00000198929
CSAG1	CSAGE, CT24.1	ENSG00000198930
APRT		ENSG00000198931
GPRASP1	GASP, GASP1	ENSG00000198932
TBKBP1	KIAA0775, ProSAPiP2	ENSG00000198933
MAGEE1	DAMAGE, KIAA1587	ENSG00000198934
CCDC167	C6orf129, dJ153P14.2	ENSG00000198937
MT-CO3	CO3, COIII, COX3, MTCO3	ENSG00000198938
ZFP2	FLJ21628, ZNF751	ENSG00000198939
SOWAHA	ANKRD43	ENSG00000198944
L3MBTL3	KIAA1798	ENSG00000198945
DMD	BMD, DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272, MRX85	ENSG00000198947
MFAP3L	KIAA0626, NYD-sp9	ENSG00000198948
NAGA	D22S674	ENSG00000198951
SMG5	EST1B, KIAA1089, LPTS-RP1, LPTSRP1, RP11-54H19.7, SMG-5	ENSG00000198952
KIFBP	DKFZP586B0923, KBP, KIAA1279, KIF1BP, TTC20	ENSG00000198954
TGM2	TGC	ENSG00000198959
ARMCX6	FLJ20811, GASP10	ENSG00000198960
PJA2	KIAA0438, Neurodap1, PRAJA2, RNF131	ENSG00000198961
RORB	NR1F2, ROR-BETA, RZRB	ENSG00000198963
SGMS1	MGC17342, MOB, SMS1, TMEM23	ENSG00000198964
OR10R2	OR10R2Q	ENSG00000198965
OR10Z1		ENSG00000198967
ZNF525	KIAA1979	ENSG00000203326
INF2	C14orf151, C14orf173, MGC13251	ENSG00000203485
IQANK1	FAM83H-AS1, onco-lncRNA-3	ENSG00000203499
ENSG00000203546		ENSG00000203546
GP1BB	CD42c, GPIbbeta	ENSG00000203618
OR2T5		ENSG00000203661
OR2L2	HSHTPCRH07, HTPCRH07, OR2L12, OR2L4P	ENSG00000203663
EFCAB2	CFAP200, DRC8, MGC12458	ENSG00000203666
COX20	FAM36A, FLJ43269	ENSG00000203667
CHML	REP-2	ENSG00000203668
STUM	C1orf95, DKFZp761P211	ENSG00000203685
CAPN8	nCL-2	ENSG00000203697
TATDN3		ENSG00000203705
CR1	CD35, KN	ENSG00000203710
RAET1G	ULBP5	ENSG00000203722
C1orf53		ENSG00000203724
SAMD5	dJ875H10.1	ENSG00000203727
TEDDM1	EDDM9, Epdd1, HE9, TMEM45C	ENSG00000203730
GJE1	CX23	ENSG00000203733
ECT2L	ARHGEF32, C6orf91, FBXO49, LFDH	ENSG00000203734
GPR52		ENSG00000203737
NTMT2	C1orf184, HOMT1B, METTL11B	ENSG00000203740
FCGR3A	CD16, CD16a, FCG3, FcgammaRIIIa, FCGR3, FcGRIIIA	ENSG00000203747
TMEM244	bA174C7.4, C6orf191	ENSG00000203756
OR6K3		ENSG00000203757
CENPW	C6orf173, CUG2	ENSG00000203760
SPRN	bA108K14.1, FLJ41197, Shadoo	ENSG00000203772
FAM229B	C6orf225, DKFZp586F0922, LOC619208	ENSG00000203778
FANK1		ENSG00000203780
LORICRIN	LOR	ENSG00000203782
PRR9		ENSG00000203783
LELP1		ENSG00000203784
SPRR2E		ENSG00000203785
KPRP	C1orf45	ENSG00000203786
EEF1AKMT2	C10orf138, Efm4, METTL10	ENSG00000203791
FAM24A	AC073585.4	ENSG00000203795
DDO	DASOX, DASPO	ENSG00000203797
PLPP4	DPPL2, PPAPDC1, PPAPDC1A	ENSG00000203805
H3C14	H3, H3.2, H3/m, H3F2, H3FM, HIST2H3C, MGC9629	ENSG00000203811
H2BC18	HIST2H2BF	ENSG00000203814
PNLIPRP3		ENSG00000203837
H3C15	H3/n, H3/o, HIST2H3A	ENSG00000203852
HSD3B1	HSD3B, HSDB3, SDR11E1	ENSG00000203857
HSD3B2	SDR11E2	ENSG00000203859
RBM20		ENSG00000203867
SMIM9	CXorf68	ENSG00000203870
C6orf163		ENSG00000203872
RIPPLY2	C6orf159, dJ237I15.1	ENSG00000203877
GDI1	FLJ41411, GDIL, MRX41, MRX48, OPHN2, RABGDIA, XAP-4	ENSG00000203879
PCMTD2	C20orf36, FLJ10883	ENSG00000203880
SOX18		ENSG00000203883
LIME1	dJ583P15.4, FLJ20406, LIME	ENSG00000203896
OOEP	C6orf156, Em:AC019205.2, KHDC2	ENSG00000203907
KHDC3L	C6orf221, ECAT1	ENSG00000203908
DPPA5	Esg1	ENSG00000203909
C1orf146	SPO16	ENSG00000203910
SPANXN1	CT11.6, SPANX-N1	ENSG00000203923
SPANXA2	SPANX	ENSG00000203926
CXorf66	RP11-35F15.2, SGPX	ENSG00000203933
C10orf62	bA548K23.1	ENSG00000203942
SAMD13		ENSG00000203943
RTL8A	CXX1b, DKFZP564B147, FAM127B, MAR8A, SIRH6	ENSG00000203950
CCDC160		ENSG00000203952
C1orf141		ENSG00000203963
EFCAB7	KIAA1799, RP4-534K7.1	ENSG00000203965
DEFB110	DEFB-10, DEFB-11, DEFB111	ENSG00000203970
GLYATL3	bA28H17.2, C6orf140	ENSG00000203972
LDLRAD1		ENSG00000203985
RHOXF2B		ENSG00000203989
ZYG11A	ZYG11	ENSG00000203995
LCN8	LCN5	ENSG00000204001
C1orf185	FLJ27485	ENSG00000204006
GLT6D1	GLTDC1	ENSG00000204007
IFIT1B	bA149I23.6, IFIT1L	ENSG00000204010
CT83	CXorf61, FLJ20611, FLJ22913, KK-LC-1	ENSG00000204019
LIPN	bA186O14.3, LIPL4	ENSG00000204020
LIPK	bA186O14.2, LIPL2	ENSG00000204021
LIPJ	bA425M17.2, LIPL1	ENSG00000204022
TRPC5OS	TRPC5-AS1	ENSG00000204025
LRIT2	AC022389.4, LRRC22	ENSG00000204033
LRRC73	C6orf154, dJ337H4.2	ENSG00000204052
FOXO6		ENSG00000204060
TCEAL5	WEX4	ENSG00000204065
SYS1	C20orf169, dJ453C12.4	ENSG00000204070
TCEAL6	WEX2	ENSG00000204071
INPP5B		ENSG00000204084
RPA4	HSU24186	ENSG00000204086
NEU4		ENSG00000204099
MAFB	KRML	ENSG00000204103
TRAF3IP1	DKFZP434F124, FAP116, IFT54, MIP-T3, MIPT3	ENSG00000204104
CHIC1	BRX	ENSG00000204116
GIGYF2	GYF2, KIAA0642, PARK11, PERQ2, PERQ3, TNRC15	ENSG00000204120
C2orf72	LOC257407	ENSG00000204128
RUFY2	FLJ10063, KIAA1537, RABIP4R, ZFYVE13	ENSG00000204130
NHSL2		ENSG00000204131
GGTA1	GGTA, GGTA1P, GLYT2	ENSG00000204136
PHACTR4	FLJ13171, PPP1R124	ENSG00000204138
CLPSL1	C6orf127, dJ510O8.6	ENSG00000204140
